start, goal, path_length, nodes_visited, time, num_evax
119 5 198, 149 5 210, 116, 29318, 0.438996, 30
119 5 198, 149 5 210, 456, 668898, 12.95, 30
119 5 198, 149 5 210, 116, 29086, 0.511021, 30
119 5 198, 149 5 210, 116, 30395, 0.669939, 30
119 5 198, 149 5 210, 116, 29086, 0.513449, 30
119 5 198, 149 5 210, 116, 29095, 0.62075, 30
119 5 198, 149 5 210, 123, 35167, 0.690034, 30
119 5 198, 149 5 210, 168, 54182, 1.27274, 30
119 5 198, 149 5 210, 140, 35436, 0.858597, 30
119 5 198, 149 5 210, 188, 37147, 0.997085, 30
119 5 198, 149 5 210, 136, 39086, 0.877124, 30
119 5 198, 149 5 210, 116, 29086, 0.848693, 30
