start, goal, path_length, nodes_visited, time, num_evax
121 5 27, 12 5 79, 111, 8467, 0.133814, 30
121 5 27, 12 5 79, 111, 7745, 0.0430433, 30
121 5 27, 12 5 79, 111, 7745, 0.0567266, 30
121 5 27, 12 5 79, 111, 7745, 0.0630343, 30
121 5 27, 12 5 79, 111, 7744, 0.0653457, 30
121 5 27, 12 5 79, 111, 7199, 0.0653159, 30
121 5 27, 12 5 79, 111, 7199, 0.072522, 30
121 5 27, 12 5 79, 111, 7199, 0.050154, 30
121 5 27, 12 5 79, 111, 7199, 0.0663543, 30
121 5 27, 12 5 79, 111, 7199, 0.0582299, 30
121 5 27, 12 5 79, 111, 7199, 0.0606899, 30
121 5 27, 12 5 79, 111, 7199, 0.149569, 30
121 5 27, 12 5 79, 111, 7199, 0.0663282, 30
121 5 27, 12 5 79, 111, 7199, 0.114258, 30
121 5 27, 12 5 79, 111, 7199, 0.0691082, 30
121 5 27, 12 5 79, 111, 7199, 0.101789, 30
121 5 27, 12 5 79, 111, 7199, 0.0717237, 30
121 5 27, 12 5 79, 111, 7199, 0.162422, 30
121 5 27, 12 5 79, 111, 7199, 0.0798664, 30
121 5 27, 12 5 79, 111, 7199, 0.112817, 30
121 5 27, 12 5 79, 111, 7199, 0.0939475, 30
121 5 27, 12 5 79, 111, 7199, 0.12263, 30
