start, goal, path_length, nodes_visited, time, num_evax
121 5 27, 12 5 79, 111, 9759, 0.178432, 30
121 5 27, 12 5 79, 111, 9759, 0.0551255, 30
121 5 27, 12 5 79, 111, 9753, 0.0667264, 30
121 5 27, 12 5 79, 111, 9755, 0.0581475, 30
121 5 27, 12 5 79, 111, 8705, 0.0650763, 30
121 5 27, 12 5 79, 111, 7907, 0.155407, 30
121 5 27, 12 5 79, 111, 7907, 0.0719085, 30
121 5 27, 12 5 79, 111, 7907, 0.0827828, 30
121 5 27, 12 5 79, 111, 7907, 0.13296, 30
121 5 27, 12 5 79, 111, 7907, 0.156234, 30
121 5 27, 12 5 79, 111, 7907, 0.145218, 30
121 5 27, 12 5 79, 111, 7907, 0.18743, 30
121 5 27, 12 5 79, 111, 7907, 0.167331, 30
121 5 27, 12 5 79, 111, 7907, 0.284045, 30
121 5 27, 12 5 79, 111, 7907, 0.0834725, 30
121 5 27, 12 5 79, 111, 7907, 0.202903, 30
121 5 27, 12 5 79, 111, 7907, 0.118393, 30
121 5 27, 12 5 79, 111, 7907, 0.0657561, 30
121 5 27, 12 5 79, 111, 7907, 0.0803263, 30
121 5 27, 12 5 79, 111, 7907, 0.172282, 30
121 5 27, 12 5 79, 111, 7907, 0.211187, 30
