start, goal, path_length, nodes_visited, time, num_evax
43 5 106, 12 5 79, 90, 23317, 0.103261, 10
43 5 106, 12 5 79, 90, 23071, 0.106341, 10
43 5 106, 12 5 79, 90, 23071, 0.113248, 10
43 5 106, 12 5 79, 90, 23071, 0.116462, 10
43 5 106, 12 5 79, 90, 23071, 0.122884, 10
43 5 106, 12 5 79, 90, 23071, 0.130172, 10
43 5 106, 12 5 79, 90, 23071, 0.151566, 10
43 5 106, 12 5 79, 90, 23071, 0.185022, 10
43 5 106, 12 5 79, 90, 23071, 0.128375, 10
43 5 106, 12 5 79, 90, 23071, 0.132263, 10
43 5 106, 12 5 79, 90, 23071, 0.185863, 10
43 5 106, 12 5 79, 90, 23071, 0.149805, 10
43 5 106, 12 5 79, 90, 23071, 0.16122, 10
43 5 106, 12 5 79, 90, 23071, 0.163603, 10
43 5 106, 12 5 79, 90, 23071, 0.162216, 10
43 5 106, 12 5 79, 90, 23071, 0.160522, 10
43 5 106, 12 5 79, 90, 23071, 0.145368, 10
43 5 106, 12 5 79, 90, 23071, 0.177536, 10
43 5 106, 12 5 79, 90, 23071, 0.153411, 10
43 5 106, 12 5 79, 90, 23071, 0.173175, 10
43 5 106, 12 5 79, 90, 23071, 0.149247, 10
