start, goal, path_length, nodes_visited, time, num_evax
47 5 234, 149 5 210, 132, 31638, 0.163509, 10
47 5 234, 149 5 210, 132, 31151, 0.164015, 10
47 5 234, 149 5 210, 132, 31151, 0.175912, 10
47 5 234, 149 5 210, 132, 31151, 0.184719, 10
47 5 234, 149 5 210, 132, 31151, 0.193051, 10
47 5 234, 149 5 210, 132, 31151, 0.271261, 10
47 5 234, 149 5 210, 132, 31151, 0.218365, 10
47 5 234, 149 5 210, 132, 31151, 0.233552, 10
47 5 234, 149 5 210, 132, 31151, 0.255985, 10
47 5 234, 149 5 210, 132, 31151, 0.223368, 10
47 5 234, 149 5 210, 132, 31151, 0.257443, 10
47 5 234, 149 5 210, 132, 31151, 0.246839, 10
47 5 234, 149 5 210, 132, 31151, 0.235283, 10
47 5 234, 149 5 210, 132, 31151, 0.240879, 10
47 5 234, 149 5 210, 132, 31151, 0.264052, 10
47 5 234, 149 5 210, 132, 31151, 0.248652, 10
47 5 234, 149 5 210, 132, 31151, 0.229975, 10
47 5 234, 149 5 210, 132, 31151, 0.250338, 10
47 5 234, 149 5 210, 132, 31151, 0.246338, 10
47 5 234, 149 5 210, 132, 31151, 0.251373, 10
