start, goal, path_length, nodes_visited, time, num_evax
119 5 198, 149 5 210, 2, 16345, 0.238873, 20
119 5 198, 149 5 210, 2, 20207, 0.239655, 20
119 5 198, 149 5 210, 2, 45574, 0.538371, 20
119 5 198, 149 5 210, 2, 2, 8.2409e-05, 20
119 5 198, 149 5 210, 2, 2, 8.4788e-05, 20
119 5 198, 149 5 210, 2, 2, 0.000125169, 20
119 5 198, 149 5 210, 2, 2, 9.4844e-05, 20
119 5 198, 149 5 210, 106, 62002, 0.636703, 20
149 4 212, 149 5 210, 3, 6, 0.000182011, 20
149 4 212, 149 5 210, 3, 6, 0.000120534, 20
149 4 212, 149 5 210, 3, 4, 0.000136587, 20
149 4 212, 149 5 210, 3, 4, 0.000365573, 20
149 4 212, 149 5 210, 3, 4, 0.000140915, 20
149 4 212, 149 5 210, 3, 117328, 1.21794, 20
149 4 212, 149 5 210, 3, 4, 0.000144825, 20
149 4 212, 149 5 210, 3, 8, 0.000166104, 20
149 4 212, 149 5 210, 3, 63470, 0.596985, 20
149 4 212, 149 5 210, 3, 5, 0.000126601, 20
149 4 212, 149 5 210, 3, 5, 0.000137099, 20
149 4 212, 149 5 210, 3, 5, 0.000140991, 20
149 4 212, 149 5 210, 3, 5, 0.000136095, 20
149 4 212, 149 5 210, 3, 4, 0.000131392, 20
149 4 212, 149 5 210, 3, 5, 0.000138344, 20
149 4 212, 149 5 210, 3, 5, 0.000119373, 20
149 4 212, 149 5 210, 3, 5, 0.000156963, 20
149 4 212, 149 5 210, 3, 5, 0.000149033, 20
149 4 212, 149 5 210, 3, 5, 0.000144412, 20
149 4 212, 149 5 210, 3, 5, 0.000141037, 20
149 4 212, 149 5 210, 3, 4, 0.000143453, 20
149 4 212, 149 5 210, 3, 5, 0.000148546, 20
149 4 212, 149 5 210, 3, 5, 0.000279604, 20
149 4 212, 149 5 210, 3, 97439, 0.945331, 20
149 4 212, 149 5 210, 3, 5, 0.000147292, 20
149 4 212, 149 5 210, 3, 5, 0.000167203, 20
149 4 212, 149 5 210, 3, 5, 0.000134728, 20
149 4 212, 149 5 210, 3, 5, 0.000123352, 20
149 4 212, 149 5 210, 3, 4, 9.6985e-05, 20
149 4 212, 149 5 210, 3, 20501, 0.193609, 20
149 4 212, 149 5 210, 3, 5, 0.000159885, 20
149 4 212, 149 5 210, 3, 5, 0.000197975, 20
149 4 212, 149 5 210, 3, 5, 0.000122623, 20
149 4 212, 149 5 210, 3, 4, 0.000151308, 20
149 4 212, 149 5 210, 3, 20650, 0.203029, 20
149 4 212, 149 5 210, 3, 5, 0.000154595, 20
149 4 212, 149 5 210, 3, 5, 0.000147643, 20
149 4 212, 149 5 210, 3, 5, 0.000137257, 20
149 4 212, 149 5 210, 3, 5, 9.8685e-05, 20
149 4 212, 149 5 210, 3, 5, 0.000153734, 20
149 4 212, 149 5 210, 3, 5, 0.000122574, 20
149 4 212, 149 5 210, 3, 5, 0.000146237, 20
149 4 212, 149 5 210, 3, 5, 0.000150547, 20
149 4 212, 149 5 210, 3, 68486, 0.687666, 20
149 4 212, 149 5 210, 3, 4, 0.000371613, 20
149 4 212, 149 5 210, 3, 4, 9.2996e-05, 20
149 4 212, 149 5 210, 3, 4, 9.0138e-05, 20
149 4 212, 149 5 210, 3, 4, 0.000130632, 20
149 4 212, 149 5 210, 3, 4, 9.7027e-05, 20
149 4 212, 149 5 210, 3, 4, 0.000129025, 20
149 4 212, 149 5 210, 3, 4, 0.000135995, 20
149 4 212, 149 5 210, 3, 21161, 0.215407, 20
149 4 212, 149 5 210, 3, 54014, 0.577263, 20
149 4 212, 149 5 210, 3, 21778, 0.215384, 20
149 4 212, 149 5 210, 3, 5, 0.000147893, 20
149 4 212, 149 5 210, 3, 5, 0.000241642, 20
149 4 212, 149 5 210, 3, 5, 0.00010584, 20
149 4 212, 149 5 210, 3, 5, 0.000190544, 20
149 4 212, 149 5 210, 3, 5, 0.000136409, 20
149 4 212, 149 5 210, 3, 4, 0.000118958, 20
149 4 212, 149 5 210, 3, 4, 0.000124869, 20
149 4 212, 149 5 210, 3, 4, 0.00012371, 20
149 4 212, 149 5 210, 3, 5, 0.000104914, 20
149 4 212, 149 5 210, 3, 5, 0.000249811, 20
149 4 212, 149 5 210, 3, 5, 0.000155952, 20
149 4 212, 149 5 210, 3, 5, 0.000201566, 20
149 4 212, 149 5 210, 3, 5, 0.000263505, 20
149 4 212, 149 5 210, 3, 5, 0.000161503, 20
149 4 212, 149 5 210, 3, 5, 0.000119547, 20
149 4 212, 149 5 210, 3, 5, 0.000283718, 20
