start, goal, path_length, nodes_visited, time, num_evax
50 38 158, 12 5 79, 2, 33476, 0.768589, 30
50 38 158, 12 5 79, 2, 1107, 0.0158693, 30
50 38 158, 12 5 79, 2, 18583, 0.294029, 30
50 38 158, 12 5 79, 2, 20859, 0.383936, 30
50 38 158, 12 5 79, 2, 10307, 0.158885, 30
50 38 158, 12 5 79, 2, 7408, 0.115974, 30
50 38 158, 12 5 79, 2, 51779, 0.847195, 30
50 38 158, 12 5 79, 2, 2860, 0.0353961, 30
50 38 158, 12 5 79, 2, 5190, 0.0794408, 30
50 38 158, 12 5 79, 2, 20488, 0.352634, 30
50 38 158, 12 5 79, 2, 4996, 0.0775139, 30
50 38 158, 12 5 79, 2, 18438, 0.325095, 30
50 38 158, 12 5 79, 2, 2752, 0.0614955, 30
50 38 158, 12 5 79, 2, 2, 6.2142e-05, 30
50 38 158, 12 5 79, 2, 81755, 1.16954, 30
50 38 158, 12 5 79, 2, 4318, 0.0547421, 30
50 38 158, 12 5 79, 2, 2, 5.403e-05, 30
50 38 158, 12 5 79, 2, 2, 8.0101e-05, 30
50 38 158, 12 5 79, 2, 2975, 0.0397527, 30
50 38 158, 12 5 79, 2, 2, 4.4041e-05, 30
50 38 158, 12 5 79, 2, 10525, 0.136087, 30
50 38 158, 12 5 79, 2, 15324, 0.170073, 30
50 38 158, 12 5 79, 2, 41102, 0.637546, 30
50 38 158, 12 5 79, 2, 14416, 0.204927, 30
50 38 158, 12 5 79, 2, 10179, 0.140983, 30
50 38 158, 12 5 79, 2, 64111, 0.893693, 30
50 38 158, 12 5 79, 2, 3215, 0.101498, 30
50 38 158, 12 5 79, 2, 7236, 0.108403, 30
50 38 158, 12 5 79, 2, 7108, 0.103505, 30
50 38 158, 12 5 79, 2, 11078, 0.14414, 30
50 38 158, 12 5 79, 2, 6986, 0.0760241, 30
50 38 158, 12 5 79, 2, 6988, 0.0787873, 30
50 38 158, 12 5 79, 198, 21801, 0.284526, 30
13 4 80, 12 5 79, 3, 23, 0.000147025, 30
13 4 80, 12 5 79, 3, 23, 0.000198366, 30
13 4 80, 12 5 79, 3, 4, 9.1018e-05, 30
13 4 80, 12 5 79, 3, 5, 9.3529e-05, 30
13 4 80, 12 5 79, 3, 23, 0.000268385, 30
