start, goal, path_length, nodes_visited, time, num_evax
50 70 158, 12 5 79, 2, 22605, 0.452827, 30
50 70 158, 12 5 79, 2, 1812, 0.0258169, 30
50 70 158, 12 5 79, 2, 4750, 0.0596492, 30
50 70 158, 12 5 79, 2, 2, 5.1056e-05, 30
50 70 158, 12 5 79, 2, 2, 4.8234e-05, 30
50 70 158, 12 5 79, 2, 4681, 0.0554116, 30
50 70 158, 12 5 79, 2, 8345, 0.11209, 30
50 70 158, 12 5 79, 2, 2, 0.000178723, 30
50 70 158, 12 5 79, 2, 2510, 0.0304361, 30
50 70 158, 12 5 79, 2, 10053, 0.131731, 30
50 70 158, 12 5 79, 2, 6618, 0.0984743, 30
50 70 158, 12 5 79, 2, 4824, 0.0606938, 30
50 70 158, 12 5 79, 2, 9297, 0.114633, 30
50 70 158, 12 5 79, 2, 4847, 0.0646767, 30
50 70 158, 12 5 79, 2, 8502, 0.121742, 30
50 70 158, 12 5 79, 2, 3822, 0.0447159, 30
50 70 158, 12 5 79, 2, 2, 5.7186e-05, 30
50 70 158, 12 5 79, 2, 2395, 0.0337696, 30
50 70 158, 12 5 79, 2, 39338, 0.490013, 30
50 70 158, 12 5 79, 2, 3856, 0.0478308, 30
50 70 158, 12 5 79, 2, 23271, 0.345992, 30
50 70 158, 12 5 79, 2, 2566, 0.0377436, 30
50 70 158, 12 5 79, 2, 5271, 0.0859524, 30
50 70 158, 12 5 79, 2, 44061, 0.629039, 30
50 70 158, 12 5 79, 2, 2, 5.3694e-05, 30
50 70 158, 12 5 79, 2, 8655, 0.113863, 30
50 70 158, 12 5 79, 2, 4848, 0.0624235, 30
50 70 158, 12 5 79, 2, 2, 6.6346e-05, 30
50 70 158, 12 5 79, 2, 7711, 0.103448, 30
50 70 158, 12 5 79, 2, 2956, 0.0322007, 30
50 70 158, 12 5 79, 2, 11533, 0.15185, 30
50 70 158, 12 5 79, 2, 2392, 0.0276432, 30
50 70 158, 12 5 79, 2, 6291, 0.0795887, 30
50 70 158, 12 5 79, 2, 2462, 0.0282359, 30
50 70 158, 12 5 79, 2, 2, 6.4592e-05, 30
50 70 158, 12 5 79, 2, 6575, 0.0661993, 30
50 70 158, 12 5 79, 2, 2226, 0.029075, 30
50 70 158, 12 5 79, 2, 4508, 0.0754981, 30
50 70 158, 12 5 79, 2, 5618, 0.130474, 30
50 70 158, 12 5 79, 2, 5445, 0.0992091, 30
50 70 158, 12 5 79, 2, 7841, 0.106666, 30
50 70 158, 12 5 79, 2, 3792, 0.0557255, 30
50 70 158, 12 5 79, 2, 6995, 0.110549, 30
50 70 158, 12 5 79, 2, 4129, 0.0683429, 30
50 70 158, 12 5 79, 2, 4568, 0.0625176, 30
50 70 158, 12 5 79, 2, 4116, 0.0433945, 30
50 70 158, 12 5 79, 2, 13133, 0.175543, 30
50 70 158, 12 5 79, 2, 3205, 0.0627324, 30
50 70 158, 12 5 79, 2, 6641, 0.10115, 30
50 70 158, 12 5 79, 2, 5620, 0.099222, 30
50 70 158, 12 5 79, 2, 3080, 0.0380421, 30
50 70 158, 12 5 79, 2, 2, 8.1855e-05, 30
50 70 158, 12 5 79, 2, 4977, 0.0615096, 30
50 70 158, 12 5 79, 2, 2292, 0.0344955, 30
50 70 158, 12 5 79, 2, 2179, 0.0298903, 30
50 70 158, 12 5 79, 2, 4464, 0.060332, 30
50 70 158, 12 5 79, 2, 3578, 0.0551345, 30
50 70 158, 12 5 79, 2, 8452, 0.108173, 30
50 70 158, 12 5 79, 2, 4368, 0.0615291, 30
50 70 158, 12 5 79, 2, 33834, 0.383862, 30
50 70 158, 12 5 79, 2, 2719, 0.0410067, 30
50 70 158, 12 5 79, 2, 4482, 0.0583161, 30
50 70 158, 12 5 79, 2, 10106, 0.11708, 30
50 70 158, 12 5 79, 2, 7368, 0.0934636, 30
