start, goal, path_length, nodes_visited, time
45 70 194, 149 5 210, 201, 30196, 7.60567
45 70 194, 149 5 210, 203, 29723, 9.79056
45 70 194, 149 5 210, 203, 29690, 9.81522
45 70 194, 149 5 210, 201, 29363, 10.1046
