start, goal, path_length, nodes_visited, time
43 38 106, 12 5 79, 167, 16476, 3.59051
43 38 106, 12 5 79, 166, 16498, 2.40435
43 38 106, 12 5 79, 166, 16498, 2.3843
43 38 106, 12 5 79, 165, 16401, 3.65927
43 38 106, 12 5 79, 176, 18023, 3.4485
43 38 106, 12 5 79, 165, 16525, 2.91956
43 38 106, 12 5 79, 169, 16871, 3.30296
43 38 106, 12 5 79, 360, 59513, 7.9971
