start, goal, path_length, nodes_visited, time
45 38 194, 149 5 210, 160, 18115, 5.35426
45 38 194, 149 5 210, 163, 18242, 1.92581
45 38 194, 149 5 210, 162, 18330, 3.4721
45 38 194, 149 5 210, 162, 18185, 4.83783
45 38 194, 149 5 210, 162, 18213, 5.91944
45 38 194, 149 5 210, 162, 18172, 5.43413
45 38 194, 149 5 210, 162, 18300, 3.5828
