start, goal, path_length, nodes_visited, time
119 70 198, 149 5 210, 205, 27339, 7.62925
119 70 198, 149 5 210, 210, 31527, 5.37258
119 70 198, 149 5 210, 210, 31489, 5.21615
119 70 198, 149 5 210, 209, 28230, 7.98432
119 70 198, 149 5 210, 203, 26547, 8.98896
