start, goal, path_length, nodes_visited, time
47 70 234, 149 5 210, 185, 28239, 7.23862
47 70 234, 149 5 210, 184, 27818, 7.29678
47 70 234, 149 5 210, 184, 27436, 4.48044
47 70 234, 149 5 210, 184, 28172, 7.40024
47 70 234, 149 5 210, 181, 26995, 6.77195
