start, goal, path_length, nodes_visited, time
131 38 235, 149 5 210, 178, 14203, 3.20767
131 38 235, 149 5 210, 168, 14241, 2.7391
131 38 235, 149 5 210, 179, 14302, 2.60468
131 38 235, 149 5 210, 172, 14034, 2.54284
131 38 235, 149 5 210, 175, 14279, 2.08086
131 38 235, 149 5 210, 173, 14210, 2.69377
131 38 235, 149 5 210, 173, 14350, 2.39592
131 38 235, 149 5 210, 173, 14238, 2.36731
131 38 235, 149 5 210, 170, 14250, 2.75427
