start, goal, path_length, nodes_visited, time
56 38 126, 12 5 79, 164, 20420, 4.74976
56 38 126, 12 5 79, 163, 20320, 2.44628
56 38 126, 12 5 79, 164, 19898, 2.88924
56 38 126, 12 5 79, 163, 20392, 3.58968
56 38 126, 12 5 79, 164, 20293, 3.91394
56 38 126, 12 5 79, 163, 20091, 4.50935
56 38 126, 12 5 79, 327, 59552, 9.29553
