start, goal, path_length, nodes_visited, time
131 70 235, 149 5 210, 221, 26114, 5.36196
131 70 235, 149 5 210, 222, 26043, 3.35799
131 70 235, 149 5 210, 213, 24722, 6.54528
131 70 235, 149 5 210, 223, 25537, 5.92815
131 70 235, 149 5 210, 224, 26031, 4.642
131 70 235, 149 5 210, 206, 24406, 7.21549
