start, goal, path_length, nodes_visited, time
124 5 103, 149 5 210, 188, 19078, 4.27297
124 5 103, 149 5 210, 188, 19078, 3.37206
124 5 103, 149 5 210, 188, 19134, 4.88064
124 5 103, 149 5 210, 188, 19158, 3.98166
124 5 103, 149 5 210, 188, 19081, 5.03252
124 5 103, 149 5 210, 188, 19083, 4.76296
124 5 103, 149 5 210, 188, 19078, 3.15973
