start, goal, path_length, nodes_visited, time
115 38 160, 149 5 210, 198, 26070, 5.29111
115 38 160, 149 5 210, 197, 26001, 3.60104
115 38 160, 149 5 210, 199, 26045, 5.42001
115 38 160, 149 5 210, 197, 26015, 5.60405
115 38 160, 149 5 210, 199, 26034, 4.55729
115 38 160, 149 5 210, 199, 26045, 5.89345
