start, goal, path_length, nodes_visited, time
47 38 234, 149 5 210, 139, 13044, 3.13227
47 38 234, 149 5 210, 138, 13046, 2.7594
47 38 234, 149 5 210, 138, 13059, 2.61141
47 38 234, 149 5 210, 140, 13082, 2.97814
47 38 234, 149 5 210, 140, 13116, 2.79166
47 38 234, 149 5 210, 140, 13078, 3.10915
47 38 234, 149 5 210, 139, 13117, 2.80185
47 38 234, 149 5 210, 140, 13165, 3.28604
