start, goal, path_length, nodes_visited, time
115 70 160, 149 5 210, 243, 40211, 7.44713
115 70 160, 149 5 210, 243, 39855, 9.55503
115 70 160, 149 5 210, 240, 38974, 10.3759
115 70 160, 149 5 210, 237, 37727, 9.89206
