start, goal, path_length, nodes_visited, time
111 5 127, 149 5 210, 159, 12786, 3.46579
111 5 127, 149 5 210, 159, 12790, 2.02061
111 5 127, 149 5 210, 159, 12786, 2.01868
111 5 127, 149 5 210, 159, 12786, 3.29995
111 5 127, 149 5 210, 159, 12864, 3.68487
111 5 127, 149 5 210, 159, 12791, 3.98858
111 5 127, 149 5 210, 159, 12786, 2.09844
111 5 127, 149 5 210, 159, 12786, 2.67309
