start, goal, path_length, nodes_visited, time
124 38 103, 149 5 210, 249, 38744, 8.25396
124 38 103, 149 5 210, 250, 38772, 8.81787
124 38 103, 149 5 210, 250, 38773, 8.90096
124 38 103, 149 5 210, 248, 38710, 9.40679
