start, goal, path_length, nodes_visited, time, num_evax
119 38 78, 12 5 79, 120, 8236, 0.144876, 15
119 38 78, 12 5 79, 119, 6460, 0.0941603, 15
119 38 78, 12 5 79, 118, 6034, 0.0733878, 15
119 38 78, 12 5 79, 119, 5812, 0.0695981, 15
119 38 78, 12 5 79, 119, 5340, 0.0629465, 15
119 38 78, 12 5 79, 119, 5138, 0.0603196, 15
119 38 78, 12 5 79, 120, 1520, 0.0144295, 15
