start, goal, path_length, nodes_visited, time, num_evax
111 70 127, 149 5 210, 2, 20954, 0.398338, 30
111 70 127, 149 5 210, 2, 2, 0.000281553, 30
111 70 127, 149 5 210, 2, 17073, 0.226762, 30
111 70 127, 149 5 210, 2, 5775, 0.0787847, 30
111 70 127, 149 5 210, 2, 3197, 0.0714818, 30
111 70 127, 149 5 210, 2, 6584, 0.0875015, 30
111 70 127, 149 5 210, 2, 9159, 0.0956406, 30
111 70 127, 149 5 210, 2, 999, 0.0099087, 30
111 70 127, 149 5 210, 2, 2, 0.000443307, 30
111 70 127, 149 5 210, 2, 2, 0.000365699, 30
111 70 127, 149 5 210, 2, 5631, 0.0993098, 30
111 70 127, 149 5 210, 2, 33602, 0.400407, 30
111 70 127, 149 5 210, 2, 52632, 0.760097, 30
111 70 127, 149 5 210, 2, 2, 9.4122e-05, 30
111 70 127, 149 5 210, 2, 5602, 0.0812426, 30
111 70 127, 149 5 210, 2, 5610, 0.0705512, 30
111 70 127, 149 5 210, 2, 11679, 0.135179, 30
111 70 127, 149 5 210, 2, 2, 9.7815e-05, 30
111 70 127, 149 5 210, 2, 22374, 0.283575, 30
111 70 127, 149 5 210, 2, 956, 0.0437323, 30
111 70 127, 149 5 210, 2, 8382, 0.115301, 30
111 70 127, 149 5 210, 2, 3900, 0.0595917, 30
111 70 127, 149 5 210, 2, 6438, 0.0882197, 30
111 70 127, 149 5 210, 2, 3433, 0.0560294, 30
111 70 127, 149 5 210, 268, 48499, 0.605304, 30
147 5 211, 149 5 210, 3, 3, 0.000128236, 30
147 5 211, 149 5 210, 3, 10, 0.000206671, 30
147 5 211, 149 5 210, 3, 22245, 0.312546, 30
147 5 211, 149 5 210, 3, 10, 0.000143962, 30
147 5 211, 149 5 210, 3, 6, 0.000167189, 30
147 5 211, 149 5 210, 3, 10, 0.000159612, 30
147 5 211, 149 5 210, 3, 10, 0.000161234, 30
147 5 211, 149 5 210, 3, 3, 0.000115032, 30
147 5 211, 149 5 210, 3, 10, 0.00020894, 30
147 5 211, 149 5 210, 3, 3, 0.000123761, 30
147 5 211, 149 5 210, 3, 8, 0.000198125, 30
147 5 211, 149 5 210, 3, 3, 0.000152022, 30
147 5 211, 149 5 210, 3, 10, 0.000229368, 30
147 5 211, 149 5 210, 3, 3, 0.000104935, 30
147 5 211, 149 5 210, 3, 6, 0.000172215, 30
147 5 211, 149 5 210, 3, 6, 0.000215527, 30
147 5 211, 149 5 210, 3, 42124, 0.546728, 30
147 5 211, 149 5 210, 3, 6, 0.000199051, 30
147 5 211, 149 5 210, 3, 6, 0.000228455, 30
147 5 211, 149 5 210, 3, 6, 0.000180499, 30
147 5 211, 149 5 210, 3, 6, 0.000171596, 30
147 5 211, 149 5 210, 3, 6, 0.000169211, 30
147 5 211, 149 5 210, 3, 6, 0.000172165, 30
147 5 211, 149 5 210, 3, 6, 0.000167575, 30
147 5 211, 149 5 210, 3, 6, 0.000158766, 30
147 5 211, 149 5 210, 3, 6, 0.00016564, 30
147 5 211, 149 5 210, 3, 6, 0.000166301, 30
147 5 211, 149 5 210, 3, 6, 0.000159827, 30
147 5 211, 149 5 210, 3, 6, 0.000263802, 30
147 5 211, 149 5 210, 3, 6, 0.000165974, 30
147 5 211, 149 5 210, 3, 6, 0.000360686, 30
147 5 211, 149 5 210, 3, 6, 0.000164193, 30
147 5 211, 149 5 210, 3, 6, 0.000176057, 30
147 5 211, 149 5 210, 3, 6, 0.000175792, 30
147 5 211, 149 5 210, 3, 6, 0.000160904, 30
147 5 211, 149 5 210, 3, 6, 0.000162046, 30
147 5 211, 149 5 210, 3, 6, 0.00017625, 30
147 5 211, 149 5 210, 3, 6, 0.000172885, 30
147 5 211, 149 5 210, 3, 6, 0.000150289, 30
147 5 211, 149 5 210, 3, 6, 0.000206719, 30
147 5 211, 149 5 210, 3, 4, 0.00014667, 30
147 5 211, 149 5 210, 3, 6, 0.00012938, 30
147 5 211, 149 5 210, 3, 3, 0.000142667, 30
147 5 211, 149 5 210, 3, 6, 0.000190378, 30
147 5 211, 149 5 210, 3, 6, 0.000327008, 30
147 5 211, 149 5 210, 3, 6, 0.000434568, 30
147 5 211, 149 5 210, 3, 6, 0.000303526, 30
147 5 211, 149 5 210, 3, 6, 0.000196275, 30
147 5 211, 149 5 210, 3, 4, 0.00013916, 30
147 5 211, 149 5 210, 3, 4, 0.000138445, 30
147 5 211, 149 5 210, 3, 3, 0.000136958, 30
147 5 211, 149 5 210, 3, 6, 0.000175118, 30
147 5 211, 149 5 210, 3, 6, 0.000189442, 30
147 5 211, 149 5 210, 3, 6, 0.000120806, 30
147 5 211, 149 5 210, 3, 6, 0.000170026, 30
147 5 211, 149 5 210, 3, 4, 0.00014469, 30
147 5 211, 149 5 210, 3, 6, 0.000172363, 30
147 5 211, 149 5 210, 3, 6, 0.000161132, 30
147 5 211, 149 5 210, 3, 6, 0.000218658, 30
147 5 211, 149 5 210, 3, 6, 0.000141304, 30
147 5 211, 149 5 210, 3, 6, 0.000174209, 30
147 5 211, 149 5 210, 3, 6, 0.000166489, 30
147 5 211, 149 5 210, 3, 3, 0.000120183, 30
147 5 211, 149 5 210, 3, 6, 0.000164127, 30
147 5 211, 149 5 210, 3, 6, 0.000188932, 30
147 5 211, 149 5 210, 3, 6, 0.000163087, 30
147 5 211, 149 5 210, 3, 6, 0.000164151, 30
147 5 211, 149 5 210, 3, 3, 0.000130739, 30
147 5 211, 149 5 210, 3, 5, 0.000210869, 30
147 5 211, 149 5 210, 3, 3, 0.00019027, 30
147 5 211, 149 5 210, 3, 6, 0.000167598, 30
147 5 211, 149 5 210, 3, 6, 0.000167134, 30
147 5 211, 149 5 210, 3, 4, 0.000145331, 30
147 5 211, 149 5 210, 3, 6, 0.000189052, 30
147 5 211, 149 5 210, 3, 8, 0.00015743, 30
