start, goal, path_length, nodes_visited, time, num_evax
111 70 127, 149 5 210, 2, 15429, 0.233416, 20
111 70 127, 149 5 210, 2, 919, 0.0143139, 20
111 70 127, 149 5 210, 2, 2, 9.3417e-05, 20
111 70 127, 149 5 210, 2, 11666, 0.138568, 20
111 70 127, 149 5 210, 2, 13838, 0.16435, 20
111 70 127, 149 5 210, 2, 11161, 0.128144, 20
111 70 127, 149 5 210, 2, 2, 8.8803e-05, 20
111 70 127, 149 5 210, 2, 16170, 0.160451, 20
111 70 127, 149 5 210, 2, 2, 9.11e-05, 20
111 70 127, 149 5 210, 2, 20998, 0.215463, 20
111 70 127, 149 5 210, 2, 9465, 0.0981007, 20
111 70 127, 149 5 210, 2, 2, 7.9774e-05, 20
111 70 127, 149 5 210, 2, 20197, 0.190377, 20
111 70 127, 149 5 210, 2, 16617, 0.139251, 20
111 70 127, 149 5 210, 2, 850, 0.00768428, 20
111 70 127, 149 5 210, 2, 4770, 0.0460446, 20
111 70 127, 149 5 210, 2, 23258, 0.212645, 20
111 70 127, 149 5 210, 2, 2, 9.302e-05, 20
111 70 127, 149 5 210, 2, 21473, 0.180883, 20
111 70 127, 149 5 210, 2, 12728, 0.108008, 20
111 70 127, 149 5 210, 2, 2, 9.9127e-05, 20
111 70 127, 149 5 210, 2, 2, 9.8746e-05, 20
111 70 127, 149 5 210, 2, 2, 8.9745e-05, 20
111 70 127, 149 5 210, 2, 2, 6.3772e-05, 20
111 70 127, 149 5 210, 2, 2, 6.9013e-05, 20
111 70 127, 149 5 210, 2, 29514, 0.260413, 20
111 70 127, 149 5 210, 2, 1617, 0.0126232, 20
111 70 127, 149 5 210, 2, 2, 9.1191e-05, 20
111 70 127, 149 5 210, 2, 2, 8.0464e-05, 20
111 70 127, 149 5 210, 2, 2, 0.000102407, 20
111 70 127, 149 5 210, 2, 461, 0.00427333, 20
111 70 127, 149 5 210, 2, 2, 8.9608e-05, 20
111 70 127, 149 5 210, 2, 2, 0.000106954, 20
111 70 127, 149 5 210, 2, 17520, 0.140429, 20
111 70 127, 149 5 210, 2, 24293, 0.202909, 20
111 70 127, 149 5 210, 2, 16657, 0.136209, 20
111 70 127, 149 5 210, 2, 2, 7.9392e-05, 20
111 70 127, 149 5 210, 2, 2, 8.2506e-05, 20
111 70 127, 149 5 210, 2, 28065, 0.232296, 20
111 70 127, 149 5 210, 2, 2, 9.3847e-05, 20
111 70 127, 149 5 210, 2, 6319, 0.0589885, 20
111 70 127, 149 5 210, 2, 2, 9.282e-05, 20
111 70 127, 149 5 210, 2, 14168, 0.13071, 20
111 70 127, 149 5 210, 2, 2, 9.6842e-05, 20
111 70 127, 149 5 210, 2, 2, 9.6275e-05, 20
111 70 127, 149 5 210, 2, 14530, 0.144814, 20
111 70 127, 149 5 210, 2, 5847, 0.0542445, 20
111 70 127, 149 5 210, 2, 5630, 0.0442895, 20
111 70 127, 149 5 210, 2, 16973, 0.142296, 20
111 70 127, 149 5 210, 2, 2, 7.9455e-05, 20
111 70 127, 149 5 210, 2, 2, 9.535e-05, 20
111 70 127, 149 5 210, 2, 8915, 0.0982483, 20
111 70 127, 149 5 210, 2, 8422, 0.0778512, 20
111 70 127, 149 5 210, 2, 40664, 0.375867, 20
111 70 127, 149 5 210, 2, 27824, 0.249538, 20
111 70 127, 149 5 210, 2, 35335, 0.32556, 20
111 70 127, 149 5 210, 2, 2, 9.7075e-05, 20
111 70 127, 149 5 210, 2, 2, 0.000112319, 20
111 70 127, 149 5 210, 2, 2, 0.000109222, 20
111 70 127, 149 5 210, 2, 54810, 0.496955, 20
111 70 127, 149 5 210, 2, 19854, 0.178697, 20
111 70 127, 149 5 210, 2, 366, 0.0032827, 20
111 70 127, 149 5 210, 2, 2, 8.6243e-05, 20
111 70 127, 149 5 210, 2, 9131, 0.0842513, 20
111 70 127, 149 5 210, 2, 20098, 0.178968, 20
111 70 127, 149 5 210, 2, 39413, 0.387621, 20
111 70 127, 149 5 210, 2, 19901, 0.187195, 20
111 70 127, 149 5 210, 2, 2633, 0.025858, 20
111 70 127, 149 5 210, 2, 61019, 0.591597, 20
