start, goal, path_length, nodes_visited, time, num_evax
45 38 194, 149 5 210, 178, 53252, 0.644257, 1
45 38 194, 149 5 210, 178, 51755, 0.59976, 1
45 38 194, 149 5 210, 178, 51755, 0.606556, 1
45 38 194, 149 5 210, 178, 51755, 0.601525, 1
45 38 194, 149 5 210, 178, 51755, 0.60449, 1
45 38 194, 149 5 210, 178, 51755, 0.601201, 1
45 38 194, 149 5 210, 178, 51755, 0.599274, 1
45 38 194, 149 5 210, 178, 51755, 0.605001, 1
45 38 194, 149 5 210, 178, 51755, 0.601349, 1
45 38 194, 149 5 210, 178, 51755, 0.601308, 1
45 38 194, 149 5 210, 178, 51755, 0.612929, 1
45 38 194, 149 5 210, 178, 51755, 0.949362, 1
45 38 194, 149 5 210, 178, 51755, 0.951871, 1
45 38 194, 149 5 210, 178, 51755, 0.657788, 1
45 38 194, 149 5 210, 178, 51755, 0.61937, 1
45 38 194, 149 5 210, 178, 51755, 0.604224, 1
45 38 194, 149 5 210, 178, 51755, 0.599908, 1
