start, goal, path_length, nodes_visited, time, num_evax
131 5 235, 149 5 210, 29, 606, 0.0113328, 15
131 5 235, 149 5 210, 29, 604, 0.007517, 15
131 5 235, 149 5 210, 29, 604, 0.00785346, 15
131 5 235, 149 5 210, 29, 604, 0.00904377, 15
131 5 235, 149 5 210, 29, 604, 0.011397, 15
131 5 235, 149 5 210, 29, 604, 0.0117215, 15
131 5 235, 149 5 210, 29, 604, 0.00586525, 15
131 5 235, 149 5 210, 29, 604, 0.0103823, 15
131 5 235, 149 5 210, 29, 606, 0.0153758, 15
131 5 235, 149 5 210, 29, 604, 0.0216114, 15
131 5 235, 149 5 210, 29, 604, 0.00812856, 15
131 5 235, 149 5 210, 29, 604, 0.013674, 15
131 5 235, 149 5 210, 29, 606, 0.0179659, 15
131 5 235, 149 5 210, 29, 604, 0.0117379, 15
131 5 235, 149 5 210, 29, 604, 0.011986, 15
131 5 235, 149 5 210, 29, 604, 0.00683387, 15
131 5 235, 149 5 210, 29, 604, 0.0202428, 15
131 5 235, 149 5 210, 29, 604, 0.0133996, 15
131 5 235, 149 5 210, 29, 604, 0.00763649, 15
131 5 235, 149 5 210, 29, 604, 0.0075677, 15
131 5 235, 149 5 210, 29, 604, 0.00954068, 15
