start, goal, path_length, nodes_visited, time, num_evax
131 5 235, 149 5 210, 26, 193, 0.0455608, 30
131 5 235, 149 5 210, 26, 193, 0.0413674, 30
131 5 235, 149 5 210, 26, 193, 0.030315, 30
131 5 235, 149 5 210, 26, 193, 0.0331245, 30
131 5 235, 149 5 210, 26, 193, 0.0379551, 30
131 5 235, 149 5 210, 26, 193, 0.0131199, 30
131 5 235, 149 5 210, 26, 193, 0.0359572, 30
131 5 235, 149 5 210, 26, 193, 0.0359712, 30
131 5 235, 149 5 210, 26, 193, 0.0419908, 30
131 5 235, 149 5 210, 26, 193, 0.0645375, 30
131 5 235, 149 5 210, 26, 193, 0.0292394, 30
131 5 235, 149 5 210, 26, 193, 0.0535227, 30
131 5 235, 149 5 210, 26, 193, 0.0291607, 30
131 5 235, 149 5 210, 26, 193, 0.0415657, 30
131 5 235, 149 5 210, 26, 193, 0.0313001, 30
131 5 235, 149 5 210, 26, 193, 0.0396112, 30
131 5 235, 149 5 210, 26, 193, 0.0312341, 30
131 5 235, 149 5 210, 26, 193, 0.073427, 30
131 5 235, 149 5 210, 26, 193, 0.0363738, 30
