start, goal, path_length, nodes_visited, time, num_evax
111 5 127, 149 5 210, 159, 12786, 1.34195, 15
111 5 127, 149 5 210, 159, 12786, 0.517735, 15
111 5 127, 149 5 210, 159, 12786, 0.618899, 15
111 5 127, 149 5 210, 159, 12786, 0.13641, 15
111 5 127, 149 5 210, 159, 12786, 0.288115, 15
111 5 127, 149 5 210, 159, 12786, 0.134351, 15
111 5 127, 149 5 210, 159, 12786, 0.24564, 15
111 5 127, 149 5 210, 159, 12794, 0.277495, 15
111 5 127, 149 5 210, 159, 12786, 0.45284, 15
111 5 127, 149 5 210, 159, 12786, 0.444467, 15
111 5 127, 149 5 210, 159, 12786, 0.253945, 15
111 5 127, 149 5 210, 159, 12786, 0.275778, 15
111 5 127, 149 5 210, 159, 12786, 0.165779, 15
111 5 127, 149 5 210, 159, 12786, 0.22834, 15
111 5 127, 149 5 210, 159, 12786, 0.206748, 15
111 5 127, 149 5 210, 159, 12786, 0.223594, 15
111 5 127, 149 5 210, 159, 12786, 0.310847, 15
