start, goal, path_length, nodes_visited, time, num_evax
47 70 234, 149 5 210, 185, 27949, 1.21705, 15
47 70 234, 149 5 210, 185, 27949, 0.461812, 15
47 70 234, 149 5 210, 184, 27953, 1.05467, 15
47 70 234, 149 5 210, 185, 27949, 1.12496, 15
47 70 234, 149 5 210, 185, 27949, 0.498016, 15
47 70 234, 149 5 210, 185, 27949, 0.786796, 15
47 70 234, 149 5 210, 185, 27949, 0.489551, 15
47 70 234, 149 5 210, 185, 27953, 0.722069, 15
47 70 234, 149 5 210, 185, 27949, 0.569972, 15
47 70 234, 149 5 210, 185, 27955, 0.65792, 15
47 70 234, 149 5 210, 185, 27949, 0.867335, 15
47 70 234, 149 5 210, 185, 27949, 0.584702, 15
47 70 234, 149 5 210, 185, 27949, 0.45568, 15
47 70 234, 149 5 210, 185, 27949, 0.449277, 15
47 70 234, 149 5 210, 185, 27965, 1.03578, 15
