start, goal, path_length, nodes_visited, time, num_evax
43 5 106, 12 5 79, 89, 4132, 0.759386, 30
43 5 106, 12 5 79, 89, 4131, 0.787941, 30
43 5 106, 12 5 79, 90, 4169, 0.742707, 30
43 5 106, 12 5 79, 89, 4131, 0.630045, 30
43 5 106, 12 5 79, 89, 4132, 0.749745, 30
43 5 106, 12 5 79, 90, 4175, 0.802379, 30
43 5 106, 12 5 79, 89, 4131, 0.932312, 30
43 5 106, 12 5 79, 89, 4132, 0.62949, 30
43 5 106, 12 5 79, 89, 4131, 0.9177, 30
43 5 106, 12 5 79, 89, 4132, 0.772041, 30
43 5 106, 12 5 79, 89, 4131, 0.802581, 30
43 5 106, 12 5 79, 91, 4278, 1.18271, 30
43 5 106, 12 5 79, 89, 4132, 1.03074, 30
43 5 106, 12 5 79, 89, 4131, 1.12091, 30
