start, goal, path_length, nodes_visited, time, num_evax
115 5 160, 149 5 210, 138, 10798, 0.933087, 15
115 5 160, 149 5 210, 138, 10798, 0.132861, 15
115 5 160, 149 5 210, 138, 10798, 0.237935, 15
115 5 160, 149 5 210, 138, 10798, 0.110516, 15
115 5 160, 149 5 210, 138, 10798, 0.372289, 15
115 5 160, 149 5 210, 138, 10798, 0.292716, 15
115 5 160, 149 5 210, 138, 10798, 0.577855, 15
115 5 160, 149 5 210, 138, 10798, 0.158823, 15
115 5 160, 149 5 210, 138, 10798, 0.392081, 15
115 5 160, 149 5 210, 138, 10798, 0.148258, 15
115 5 160, 149 5 210, 138, 10798, 0.214323, 15
115 5 160, 149 5 210, 138, 10798, 0.152776, 15
115 5 160, 149 5 210, 138, 10798, 0.514657, 15
115 5 160, 149 5 210, 138, 10798, 0.408548, 15
115 5 160, 149 5 210, 138, 10798, 0.109705, 15
115 5 160, 149 5 210, 138, 10798, 0.18878, 15
115 5 160, 149 5 210, 138, 10798, 0.179048, 15
