start, goal, path_length, nodes_visited, time, num_evax
56 5 126, 12 5 79, 94, 4252, 0.752347, 30
56 5 126, 12 5 79, 94, 4343, 0.884961, 30
56 5 126, 12 5 79, 95, 4454, 0.776511, 30
56 5 126, 12 5 79, 94, 4348, 0.569335, 30
56 5 126, 12 5 79, 94, 4478, 0.720467, 30
56 5 126, 12 5 79, 95, 4449, 0.814322, 30
56 5 126, 12 5 79, 94, 4328, 0.928178, 30
56 5 126, 12 5 79, 94, 4347, 0.545448, 30
56 5 126, 12 5 79, 94, 4350, 0.962232, 30
56 5 126, 12 5 79, 94, 4347, 0.764531, 30
56 5 126, 12 5 79, 94, 4345, 0.792184, 30
56 5 126, 12 5 79, 94, 4324, 1.00477, 30
56 5 126, 12 5 79, 94, 4261, 1.0325, 30
56 5 126, 12 5 79, 94, 4349, 1.34199, 30
