start, goal, path_length, nodes_visited, time, num_evax
121 5 27, 12 5 79, 110, 758, 0.0500373, 10
121 5 27, 12 5 79, 110, 745, 0.00559661, 10
121 5 27, 12 5 79, 110, 731, 0.0053031, 10
121 5 27, 12 5 79, 110, 703, 0.0082683, 10
121 5 27, 12 5 79, 114, 736, 0.00518169, 10
121 5 27, 12 5 79, 110, 754, 0.0110245, 10
121 5 27, 12 5 79, 110, 754, 0.00518197, 10
121 5 27, 12 5 79, 110, 754, 0.00844504, 10
121 5 27, 12 5 79, 110, 754, 0.0376796, 10
121 5 27, 12 5 79, 110, 754, 0.00507114, 10
121 5 27, 12 5 79, 110, 754, 0.0048506, 10
121 5 27, 12 5 79, 110, 754, 0.009426, 10
121 5 27, 12 5 79, 110, 754, 0.00851755, 10
121 5 27, 12 5 79, 110, 754, 0.00493056, 10
121 5 27, 12 5 79, 110, 754, 0.0252739, 10
121 5 27, 12 5 79, 110, 754, 0.109313, 10
121 5 27, 12 5 79, 110, 754, 0.00476188, 10
121 5 27, 12 5 79, 110, 754, 0.00841526, 10
121 5 27, 12 5 79, 110, 754, 0.00480605, 10
121 5 27, 12 5 79, 110, 754, 0.0132754, 10
