start, goal, path_length, nodes_visited, time, num_evax
119 5 198, 149 5 210, 104, 5370, 0.468736, 15
119 5 198, 149 5 210, 104, 5370, 0.20624, 15
119 5 198, 149 5 210, 104, 5370, 0.30675, 15
119 5 198, 149 5 210, 104, 5370, 0.127605, 15
119 5 198, 149 5 210, 104, 5370, 0.367541, 15
119 5 198, 149 5 210, 104, 5370, 0.19541, 15
119 5 198, 149 5 210, 104, 5370, 0.456588, 15
119 5 198, 149 5 210, 104, 5370, 0.223544, 15
119 5 198, 149 5 210, 104, 5370, 0.0818991, 15
119 5 198, 149 5 210, 104, 5370, 0.101985, 15
119 5 198, 149 5 210, 104, 5370, 0.199319, 15
119 5 198, 149 5 210, 104, 5370, 0.155275, 15
119 5 198, 149 5 210, 104, 5370, 0.224834, 15
119 5 198, 149 5 210, 104, 5370, 0.173862, 15
119 5 198, 149 5 210, 104, 5370, 0.227759, 15
119 5 198, 149 5 210, 104, 5370, 0.17507, 15
119 5 198, 149 5 210, 104, 5370, 0.140822, 15
119 5 198, 149 5 210, 104, 5370, 0.387183, 15
