PID,DATE,TIME,ELAPSED,CPU,MEM,RSS,VSIZE,CMD
6106,05/05/2022,12:15:05,04:31,967,4.3,723764,36341320,/Users/michieldejong/Documents/Graduation/Simulator/cmake-build-debug/Debug/bin/Simulator
6106,05/05/2022,12:15:06,04:32,810.5,4.4,741628,36342456,/Users/michieldejong/Documents/Graduation/Simulator/cmake-build-debug/Debug/bin/Simulator
6106,05/05/2022,12:15:07,04:33,987.2,4.4,731576,36342688,/Users/michieldejong/Documents/Graduation/Simulator/cmake-build-debug/Debug/bin/Simulator
6106,05/05/2022,12:15:08,04:35,919.1,4.3,721764,36342920,/Users/michieldejong/Documents/Graduation/Simulator/cmake-build-debug/Debug/bin/Simulator
6106,05/05/2022,12:15:10,04:36,840.1,4.3,720084,36321272,/Users/michieldejong/Documents/Graduation/Simulator/cmake-build-debug/Debug/bin/Simulator
6106,05/05/2022,12:15:11,04:37,786.4,4.3,720916,36322200,/Users/michieldejong/Documents/Graduation/Simulator/cmake-build-debug/Debug/bin/Simulator
6106,05/05/2022,12:15:12,04:38,924,4.4,735388,36345164,/Users/michieldejong/Documents/Graduation/Simulator/cmake-build-debug/Debug/bin/Simulator
6106,05/05/2022,12:15:13,04:39,960.3,4.4,739528,36345396,/Users/michieldejong/Documents/Graduation/Simulator/cmake-build-debug/Debug/bin/Simulator
6106,05/05/2022,12:15:14,04:40,987.4,4.3,727288,36346392,/Users/michieldejong/Documents/Graduation/Simulator/cmake-build-debug/Debug/bin/Simulator
6106,05/05/2022,12:15:15,04:41,905.7,4.4,745112,36346608,/Users/michieldejong/Documents/Graduation/Simulator/cmake-build-debug/Debug/bin/Simulator
6106,05/05/2022,12:15:16,04:42,958.8,4.5,750944,36347728,/Users/michieldejong/Documents/Graduation/Simulator/cmake-build-debug/Debug/bin/Simulator
6106,05/05/2022,12:15:17,04:43,942.2,4.4,731356,36347968,/Users/michieldejong/Documents/Graduation/Simulator/cmake-build-debug/Debug/bin/Simulator
6106,05/05/2022,12:15:18,04:45,939.5,4.5,751764,36348196,/Users/michieldejong/Documents/Graduation/Simulator/cmake-build-debug/Debug/bin/Simulator
6106,05/05/2022,12:15:20,04:46,811.3,4.4,739960,36345540,/Users/michieldejong/Documents/Graduation/Simulator/cmake-build-debug/Debug/bin/Simulator
6106,05/05/2022,12:15:21,04:47,30.1,4.3,714816,36292752,/Users/michieldejong/Documents/Graduation/Simulator/cmake-build-debug/Debug/bin/Simulator
6106,05/05/2022,12:15:22,04:48,18.3,4.3,714816,36292752,/Users/michieldejong/Documents/Graduation/Simulator/cmake-build-debug/Debug/bin/Simulator
6106,05/05/2022,12:15:23,04:49,17.4,4.3,714816,36292752,/Users/michieldejong/Documents/Graduation/Simulator/cmake-build-debug/Debug/bin/Simulator
6106,05/05/2022,12:15:24,04:50,18.3,4.3,714816,36292752,/Users/michieldejong/Documents/Graduation/Simulator/cmake-build-debug/Debug/bin/Simulator
6106,05/05/2022,12:15:25,04:51,17,4.3,714816,36292752,/Users/michieldejong/Documents/Graduation/Simulator/cmake-build-debug/Debug/bin/Simulator
6106,05/05/2022,12:15:26,04:52,17.2,4.3,714816,36292752,/Users/michieldejong/Documents/Graduation/Simulator/cmake-build-debug/Debug/bin/Simulator
6106,05/05/2022,12:15:27,04:53,18.2,4.3,714816,36292752,/Users/michieldejong/Documents/Graduation/Simulator/cmake-build-debug/Debug/bin/Simulator
6106,05/05/2022,12:15:28,04:54,17.1,4.3,714816,36292752,/Users/michieldejong/Documents/Graduation/Simulator/cmake-build-debug/Debug/bin/Simulator
6106,05/05/2022,12:15:29,04:55,17.2,4.3,714816,36292752,/Users/michieldejong/Documents/Graduation/Simulator/cmake-build-debug/Debug/bin/Simulator
6106,05/05/2022,12:15:30,04:56,17,4.3,714816,36292752,/Users/michieldejong/Documents/Graduation/Simulator/cmake-build-debug/Debug/bin/Simulator
6106,05/05/2022,12:15:31,04:57,18.1,4.3,714816,36292752,/Users/michieldejong/Documents/Graduation/Simulator/cmake-build-debug/Debug/bin/Simulator
6106,05/05/2022,12:15:32,04:58,16.3,4.3,714816,36292752,/Users/michieldejong/Documents/Graduation/Simulator/cmake-build-debug/Debug/bin/Simulator
6106,05/05/2022,12:15:33,05:00,20,4.3,714824,36292752,/Users/michieldejong/Documents/Graduation/Simulator/cmake-build-debug/Debug/bin/Simulator
6106,05/05/2022,12:15:35,05:01,20.6,4.3,714868,36293276,/Users/michieldejong/Documents/Graduation/Simulator/cmake-build-debug/Debug/bin/Simulator
6106,05/05/2022,12:15:36,05:02,19,4.3,714884,36293276,/Users/michieldejong/Documents/Graduation/Simulator/cmake-build-debug/Debug/bin/Simulator
6106,05/05/2022,12:15:37,05:03,24.8,4.3,722580,36295252,/Users/michieldejong/Documents/Graduation/Simulator/cmake-build-debug/Debug/bin/Simulator
