PID,DATE,TIME,ELAPSED,CPU,MEM,RSS,VSIZE,CMD
15768,03/05/2022,15:56:29,27:36:00,454.6,5.8,979232,36290888,/Users/michieldejong/Documents/Graduation/Simulator/cmake-build-debug/Debug/bin/Simulator
15768,03/05/2022,15:56:30,27:37:00,564.8,5.8,979080,36290708,/Users/michieldejong/Documents/Graduation/Simulator/cmake-build-debug/Debug/bin/Simulator
15768,03/05/2022,15:56:31,27:38:00,383.6,5.8,978520,36293224,/Users/michieldejong/Documents/Graduation/Simulator/cmake-build-debug/Debug/bin/Simulator
15768,03/05/2022,15:56:32,27:39:00,477.4,5.8,978404,36289932,/Users/michieldejong/Documents/Graduation/Simulator/cmake-build-debug/Debug/bin/Simulator
15768,03/05/2022,15:56:33,27:40:00,424.8,5.9,983408,36294880,/Users/michieldejong/Documents/Graduation/Simulator/cmake-build-debug/Debug/bin/Simulator
15768,03/05/2022,15:56:34,27:41:00,546.9,5.8,977596,36289000,/Users/michieldejong/Documents/Graduation/Simulator/cmake-build-debug/Debug/bin/Simulator
15768,03/05/2022,15:56:35,27:42:00,439.6,5.8,979536,36290876,/Users/michieldejong/Documents/Graduation/Simulator/cmake-build-debug/Debug/bin/Simulator
15768,03/05/2022,15:56:36,27:43:00,523.4,5.8,980144,36290408,/Users/michieldejong/Documents/Graduation/Simulator/cmake-build-debug/Debug/bin/Simulator
15768,03/05/2022,15:56:37,27:44:00,516.5,5.8,980172,36288360,/Users/michieldejong/Documents/Graduation/Simulator/cmake-build-debug/Debug/bin/Simulator
15768,03/05/2022,15:56:39,27:46:00,545.3,5.8,979824,36285440,/Users/michieldejong/Documents/Graduation/Simulator/cmake-build-debug/Debug/bin/Simulator
15768,03/05/2022,15:56:40,27:47:00,570.2,5.8,979760,36284328,/Users/michieldejong/Documents/Graduation/Simulator/cmake-build-debug/Debug/bin/Simulator
15768,03/05/2022,15:56:41,27:48:00,526.7,5.8,980192,36283720,/Users/michieldejong/Documents/Graduation/Simulator/cmake-build-debug/Debug/bin/Simulator
15768,03/05/2022,15:56:42,27:49:00,628.6,5.8,980100,36282092,/Users/michieldejong/Documents/Graduation/Simulator/cmake-build-debug/Debug/bin/Simulator
15768,03/05/2022,15:56:43,27:50:00,491.2,5.8,980136,36281076,/Users/michieldejong/Documents/Graduation/Simulator/cmake-build-debug/Debug/bin/Simulator
15768,03/05/2022,15:56:44,27:51:00,244,5.8,973144,36272548,/Users/michieldejong/Documents/Graduation/Simulator/cmake-build-debug/Debug/bin/Simulator
15768,03/05/2022,15:56:45,27:52:00,21,5.8,973556,36270912,/Users/michieldejong/Documents/Graduation/Simulator/cmake-build-debug/Debug/bin/Simulator
15768,03/05/2022,15:56:46,27:53:00,8.3,5.8,973112,36268932,/Users/michieldejong/Documents/Graduation/Simulator/cmake-build-debug/Debug/bin/Simulator
15768,03/05/2022,15:56:47,27:54:00,8,5.8,972716,36268024,/Users/michieldejong/Documents/Graduation/Simulator/cmake-build-debug/Debug/bin/Simulator
15768,03/05/2022,15:56:48,27:55:00,7.2,5.8,972504,36267804,/Users/michieldejong/Documents/Graduation/Simulator/cmake-build-debug/Debug/bin/Simulator
