start, goal, path_length, nodes_visited, time, num_evax
45 38 194, 149 5 210, 163, 18216, 0.79882, 10
45 38 194, 149 5 210, 162, 18245, 0.335076, 10
45 38 194, 149 5 210, 163, 18220, 0.314197, 10
45 38 194, 149 5 210, 162, 18242, 0.442345, 10
45 38 194, 149 5 210, 163, 18216, 0.829509, 10
45 38 194, 149 5 210, 163, 18216, 0.379668, 10
45 38 194, 149 5 210, 163, 18216, 0.443281, 10
45 38 194, 149 5 210, 163, 18222, 0.448018, 10
45 38 194, 149 5 210, 162, 18259, 0.708085, 10
45 38 194, 149 5 210, 163, 18216, 0.633973, 10
45 38 194, 149 5 210, 163, 18239, 0.441317, 10
45 38 194, 149 5 210, 163, 18216, 0.299896, 10
45 38 194, 149 5 210, 163, 18208, 0.676312, 10
45 38 194, 149 5 210, 163, 18242, 0.3985, 10
45 38 194, 149 5 210, 163, 18256, 0.773869, 10
45 38 194, 149 5 210, 163, 18216, 0.543903, 10
45 38 194, 149 5 210, 163, 18220, 0.537659, 10
45 38 194, 149 5 210, 163, 18217, 0.669816, 10
