start, goal, path_length, nodes_visited, time, num_evax
119 5 198, 149 5 210, 104, 5370, 0.842054, 30
119 5 198, 149 5 210, 104, 5370, 0.826674, 30
119 5 198, 149 5 210, 104, 5370, 1.05058, 30
119 5 198, 149 5 210, 104, 5370, 0.618078, 30
119 5 198, 149 5 210, 104, 5370, 0.854477, 30
119 5 198, 149 5 210, 104, 5371, 0.902264, 30
119 5 198, 149 5 210, 104, 5370, 1.10897, 30
119 5 198, 149 5 210, 104, 5370, 0.994639, 30
119 5 198, 149 5 210, 104, 5370, 1.07069, 30
119 5 198, 149 5 210, 104, 5371, 1.44951, 30
119 5 198, 149 5 210, 104, 5370, 0.743792, 30
119 5 198, 149 5 210, 104, 5370, 1.16715, 30
119 5 198, 149 5 210, 104, 5370, 1.18701, 30
119 5 198, 149 5 210, 104, 5371, 1.50584, 30
119 5 198, 149 5 210, 104, 5370, 1.51395, 30
