start, goal, path_length, nodes_visited, time, num_evax
43 38 106, 12 5 79, 166, 16498, 0.769208, 10
43 38 106, 12 5 79, 166, 16516, 0.298569, 10
43 38 106, 12 5 79, 166, 16501, 0.320989, 10
43 38 106, 12 5 79, 166, 16498, 0.413599, 10
43 38 106, 12 5 79, 166, 16434, 0.861657, 10
43 38 106, 12 5 79, 166, 16498, 0.316602, 10
43 38 106, 12 5 79, 166, 16498, 0.296436, 10
43 38 106, 12 5 79, 167, 16582, 0.548821, 10
43 38 106, 12 5 79, 166, 16501, 0.591683, 10
43 38 106, 12 5 79, 166, 16498, 0.428604, 10
43 38 106, 12 5 79, 166, 16516, 0.537347, 10
43 38 106, 12 5 79, 166, 16498, 0.387141, 10
43 38 106, 12 5 79, 166, 16502, 0.523502, 10
43 38 106, 12 5 79, 168, 16597, 0.427129, 10
43 38 106, 12 5 79, 178, 21264, 0.837111, 10
43 38 106, 12 5 79, 354, 59132, 1.54882, 10
43 38 106, 12 5 79, 360, 58832, 2.4047, 10
