start, goal, path_length, nodes_visited, time, num_evax
43 5 106, 12 5 79, 89, 4132, 0.707891, 30
43 5 106, 12 5 79, 89, 4132, 0.895974, 30
43 5 106, 12 5 79, 89, 4132, 0.866407, 30
43 5 106, 12 5 79, 89, 4132, 0.728552, 30
43 5 106, 12 5 79, 89, 4162, 0.940307, 30
43 5 106, 12 5 79, 89, 4132, 0.615504, 30
43 5 106, 12 5 79, 89, 4132, 1.08974, 30
43 5 106, 12 5 79, 89, 4132, 0.944895, 30
43 5 106, 12 5 79, 89, 4132, 0.754853, 30
43 5 106, 12 5 79, 89, 4132, 0.850289, 30
43 5 106, 12 5 79, 89, 4132, 1.10325, 30
43 5 106, 12 5 79, 89, 4132, 0.49839, 30
43 5 106, 12 5 79, 89, 4132, 0.800399, 30
43 5 106, 12 5 79, 89, 4132, 0.922614, 30
